PIC,SITE,TRANSACT,GROUP,LABEL,Live_Non_live,Count
375,Papagayo,5,CCA,Red CCA,Live,4
375,Papagayo,5,CCA,White CCA,Live,4
376,Papagayo,5,Algae,Galaxaura,Live,4
376,Papagayo,5,Algae,Turf algae,Live,84
376,Papagayo,5,CCA,Pink CCA,Live,8
377,Papagayo,5,Algae,Galaxaura,Live,4
377,Papagayo,5,Algae,Turf algae,Live,60
377,Papagayo,5,CCA,Pink CCA,Live,20
377,Papagayo,5,CCA,Red CCA,Live,4
377,Papagayo,5,CCA,White CCA,Live,4
377,Papagayo,5,Hard Coral,Pocillopora effusa,Live,8
378,Papagayo,5,Algae,Turf algae,Live,68
378,Papagayo,5,CCA,Pink CCA,Live,12
378,Papagayo,5,CCA,Red CCA,Live,8
378,Papagayo,5,Hard Coral,Pocillopora effusa,Live,12
379,Papagayo,5,Algae,Turf algae,Live,60
379,Papagayo,5,CCA,Pink CCA,Live,16
379,Papagayo,5,CCA,Red CCA,Live,8
379,Papagayo,5,Hard Coral,Pocillopora effusa,Live,4
379,Papagayo,5,Substrate,Sand,Non-live,8
380,Papagayo,5,Algae,Turf algae,Live,84
380,Papagayo,5,CCA,Pink CCA,Live,4
380,Papagayo,5,CCA,Red CCA,Live,8
380,Papagayo,5,Substrate,Sand,Non-live,4
381,Papagayo,5,Algae,Turf algae,Live,52
381,Papagayo,5,CCA,Pink CCA,Live,24
381,Papagayo,5,CCA,Red CCA,Live,4
381,Papagayo,5,CCA,White CCA,Live,4
381,Papagayo,5,Hard Coral,Pocillopora effusa,Live,12
382,Papagayo,5,Algae,Turf algae,Live,64
382,Papagayo,5,CCA,Pink CCA,Live,16
382,Papagayo,5,Hard Coral,Pocillopora effusa,Live,20
383,Papagayo,5,Algae,Turf algae,Live,56
383,Papagayo,5,CCA,Pink CCA,Live,24
383,Papagayo,5,CCA,Red CCA,Live,12
383,Papagayo,5,Diadema,Diadema sp,Live,8
384,Papagayo,5,Algae,Turf algae,Live,44
384,Papagayo,5,CCA,Pink CCA,Live,40
384,Papagayo,5,Hard Coral,Pocillopora effusa,Live,16
385,Papagayo,5,Algae,Turf algae,Live,80
385,Papagayo,5,CCA,Pink CCA,Live,20
386,Papagayo,5,Algae,Turf algae,Live,28
386,Papagayo,5,CCA,Pink CCA,Live,32
386,Papagayo,5,CCA,Red CCA,Live,8
386,Papagayo,5,Hard Coral,Pocillopora effusa,Live,28
387,Papagayo,5,Algae,Caulerpa spp.,Live,4
387,Papagayo,5,Algae,Turf algae,Live,56
387,Papagayo,5,CCA,Pink CCA,Live,20
387,Papagayo,5,CCA,Red CCA,Live,4
387,Papagayo,5,Hard Coral,Pocillopora effusa,Live,8
388,Papagayo,5,Algae,Turf algae,Live,40
388,Papagayo,5,CCA,Pink CCA,Live,28
388,Papagayo,5,CCA,Red CCA,Live,4
388,Papagayo,5,Hard Coral,Pocillopora effusa,Live,28
389,Papagayo,5,Algae,Turf algae,Live,48
389,Papagayo,5,CCA,Pink CCA,Live,44
389,Papagayo,5,Hard Coral,Pocillopora effusa,Live,8
390,Papagayo,5,Algae,Turf algae,Live,88
390,Papagayo,5,CCA,Pink CCA,Live,8
390,Papagayo,5,CCA,Red CCA,Live,4
391,Papagayo,5,Algae,Turf algae,Live,76
391,Papagayo,5,CCA,Pink CCA,Live,8
391,Papagayo,5,CCA,Red CCA,Live,4
391,Papagayo,5,CCA,White CCA,Live,4
392,Papagayo,5,Algae,Turf algae,Live,60
392,Papagayo,5,CCA,Pink CCA,Live,16
392,Papagayo,5,Diadema,Diadema sp,Live,4
392,Papagayo,5,Hard Coral,Pocillopora effusa,Live,20
393,Papagayo,5,Algae,Turf algae,Live,56
393,Papagayo,5,CCA,Pink CCA,Live,8
393,Papagayo,5,Diadema,Diadema sp,Live,8
393,Papagayo,5,Hard Coral,Pocillopora effusa,Live,28
394,Papagayo,5,Algae,Turf algae,Live,40
394,Papagayo,5,CCA,Pink CCA,Live,4
394,Papagayo,5,Hard Coral,Pavona gigantea,Live,56
395,Papagayo,5,Algae,Turf algae,Live,60
395,Papagayo,5,CCA,Pink CCA,Live,20
395,Papagayo,5,CCA,Red CCA,Live,4
395,Papagayo,5,Soft Coral,Soft Coral,Non-live,4
396,Papagayo,5,Algae,Galaxaura,Live,4
396,Papagayo,5,Algae,Turf algae,Live,76
396,Papagayo,5,CCA,White CCA,Live,4
396,Papagayo,5,Substrate,Gravel,Non-live,8
396,Papagayo,5,Substrate,Sand,Non-live,8
397,Papagayo,5,Algae,Turf algae,Live,84
397,Papagayo,5,CCA,Pink CCA,Live,8
397,Papagayo,5,CCA,Red CCA,Live,8
398,Papagayo,5,Algae,Turf algae,Live,64
398,Papagayo,5,CCA,Pink CCA,Live,12
398,Papagayo,5,Hard Coral,Porites lobata,Live,8
398,Papagayo,5,Substrate,Sand,Non-live,12
399,Papagayo,5,Algae,Turf algae,Live,96
399,Papagayo,5,CCA,Pink CCA,Live,4
400,Papagayo,5,Algae,Turf algae,Live,68
400,Papagayo,5,CCA,Pink CCA,Live,8
400,Papagayo,5,Hard Coral,Pocillopora effusa,Live,20
401,Papagayo,5,Algae,Turf algae,Live,100
402,Papagayo,5,Algae,Turf algae,Live,64
402,Papagayo,5,CCA,Pink CCA,Live,16
402,Papagayo,5,CCA,Red CCA,Live,4
402,Papagayo,5,Diadema,Diadema sp,Live,4
402,Papagayo,5,Hard Coral,Porites lobata,Live,8
402,Papagayo,5,Substrate,Sand,Non-live,4
403,Papagayo,5,Algae,Turf algae,Live,52
403,Papagayo,5,CCA,Pink CCA,Live,20
403,Papagayo,5,CCA,Red CCA,Live,8
403,Papagayo,5,CCA,White CCA,Live,8
403,Papagayo,5,Diadema,Diadema sp,Live,8
403,Papagayo,5,Hard Coral,Pavona gigantea,Live,4
404,Papagayo,5,Algae,Turf algae,Live,80
404,Papagayo,5,CCA,Pink CCA,Live,8
404,Papagayo,5,Hard Coral,Pocillopora effusa,Live,12
405,Papagayo,5,Algae,Turf algae,Live,52
405,Papagayo,5,CCA,Pink CCA,Live,28
405,Papagayo,5,CCA,Red CCA,Live,4
405,Papagayo,5,Hard Coral,Pavona gigantea,Live,12
406,Papagayo,5,Algae,Galaxaura,Live,4
406,Papagayo,5,Algae,Turf algae,Live,56
406,Papagayo,5,Ascidian,Ascidian (solitary),Live,4
406,Papagayo,5,CCA,Pink CCA,Live,8
406,Papagayo,5,CCA,Red CCA,Live,16
406,Papagayo,5,Hard Coral,Pocillopora effusa,Live,8
407,Papagayo,5,Algae,Turf algae,Live,52
407,Papagayo,5,Hard Coral,Pocillopora effusa,Live,40
408,Papagayo,5,Algae,Turf algae,Live,76
408,Papagayo,5,CCA,Pink CCA,Live,16
408,Papagayo,5,CCA,Red CCA,Live,8
409,Papagayo,5,Algae,Turf algae,Live,100
410,Papagayo,5,Algae,Turf algae,Live,56
410,Papagayo,5,CCA,Pink CCA,Live,20
410,Papagayo,5,Substrate,Gravel,Non-live,16
410,Papagayo,5,Substrate,Sand,Non-live,8
411,Papagayo,5,Algae,Turf algae,Live,56
411,Papagayo,5,CCA,Pink CCA,Live,20
411,Papagayo,5,Substrate,Gravel,Non-live,16
411,Papagayo,5,Substrate,Sand,Non-live,4
412,Papagayo,5,Algae,Turf algae,Live,24
412,Papagayo,5,CCA,Pink CCA,Live,40
412,Papagayo,5,CCA,Red CCA,Live,4
412,Papagayo,5,Hard Coral,Pocillopora effusa,Live,32
413,Papagayo,5,Algae,Turf algae,Live,80
413,Papagayo,5,CCA,Pink CCA,Live,20
414,Papagayo,5,Algae,Turf algae,Live,72
414,Papagayo,5,CCA,Pink CCA,Live,20
414,Papagayo,5,CCA,Red CCA,Live,8
415,Papagayo,5,Algae,Turf algae,Live,80
415,Papagayo,5,CCA,Pink CCA,Live,20
416,Papagayo,5,Algae,Turf algae,Live,40
416,Papagayo,5,CCA,Pink CCA,Live,52
416,Papagayo,5,CCA,Red CCA,Live,4
416,Papagayo,5,CCA,White CCA,Live,4
417,Papagayo,5,Algae,Turf algae,Live,68
417,Papagayo,5,CCA,Pink CCA,Live,28
417,Papagayo,5,Soft Coral,Soft Coral,Non-live,4
418,Papagayo,5,Algae,Turf algae,Live,80
418,Papagayo,5,CCA,Pink CCA,Live,12
418,Papagayo,5,CCA,Red CCA,Live,4
418,Papagayo,5,Diadema,Diadema sp,Live,4
419,Papagayo,5,Algae,Turf algae,Live,68
419,Papagayo,5,CCA,Pink CCA,Live,4
419,Papagayo,5,CCA,White CCA,Live,4
419,Papagayo,5,Hard Coral,Pocillopora effusa,Live,24
420,Papagayo,5,Algae,Turf algae,Live,76
420,Papagayo,5,CCA,Pink CCA,Live,8
420,Papagayo,5,CCA,Red CCA,Live,4
420,Papagayo,5,Hard Coral,Pavona gigantea,Live,12
421,Papagayo,5,Algae,Turf algae,Live,20
421,Papagayo,5,CCA,Pink CCA,Live,60
421,Papagayo,5,CCA,Red CCA,Live,4
421,Papagayo,5,CCA,White CCA,Live,8
421,Papagayo,5,Hard Coral,Pocillopora effusa,Live,4
422,Papagayo,5,Algae,Turf algae,Live,80
422,Papagayo,5,CCA,Pink CCA,Live,8
422,Papagayo,5,CCA,Red CCA,Live,4
422,Papagayo,5,CCA,White CCA,Live,4
423,Papagayo,5,Algae,Turf algae,Live,24
423,Papagayo,5,CCA,Pink CCA,Live,40
423,Papagayo,5,CCA,Red CCA,Live,4
423,Papagayo,5,CCA,White CCA,Live,8
423,Papagayo,5,Diadema,Diadema sp,Live,4
423,Papagayo,5,Hard Coral,Pocillopora effusa,Live,16
424,Papagayo,5,Algae,Turf algae,Live,96
425,Papagayo,5,Algae,Galaxaura,Live,4
425,Papagayo,5,Algae,Turf algae,Live,52
425,Papagayo,5,CCA,Pink CCA,Live,28
425,Papagayo,5,CCA,Red CCA,Live,12
425,Papagayo,5,CCA,White CCA,Live,4
426,Papagayo,5,Algae,Turf algae,Live,60
426,Papagayo,5,CCA,Pink CCA,Live,28
426,Papagayo,5,CCA,White CCA,Live,4
426,Papagayo,5,Hard Coral,Porites lobata,Live,8
427,Papagayo,5,Algae,Turf algae,Live,52
427,Papagayo,5,CCA,Pink CCA,Live,12
427,Papagayo,5,CCA,Red CCA,Live,4
427,Papagayo,5,CCA,White CCA,Live,4
427,Papagayo,5,Hard Coral,Pavona gigantea,Live,24
428,Papagayo,5,Algae,Turf algae,Live,60
428,Papagayo,5,CCA,Pink CCA,Live,16
428,Papagayo,5,Hard Coral,Pocillopora effusa,Live,20
429,Papagayo,5,Algae,Turf algae,Live,84
429,Papagayo,5,CCA,Pink CCA,Live,8
430,Papagayo,5,Algae,Turf algae,Live,84
430,Papagayo,5,CCA,Pink CCA,Live,12
430,Papagayo,5,Substrate,Gravel,Non-live,4
431,Papagayo,5,Algae,Turf algae,Live,88
431,Papagayo,5,CCA,Pink CCA,Live,8
432,Papagayo,5,Algae,Turf algae,Live,72
432,Papagayo,5,CCA,Pink CCA,Live,8
432,Papagayo,5,Hard Coral,Pocillopora effusa,Live,12
433,Papagayo,5,Algae,Turf algae,Live,56
433,Papagayo,5,CCA,Pink CCA,Live,20
433,Papagayo,5,CCA,Red CCA,Live,12
433,Papagayo,5,Hard Coral,Pocillopora effusa,Live,12
434,Papagayo,5,Algae,Turf algae,Live,76
434,Papagayo,5,CCA,Pink CCA,Live,12
434,Papagayo,5,CCA,Red CCA,Live,12
435,Papagayo,5,Algae,Turf algae,Live,32
435,Papagayo,5,CCA,Pink CCA,Live,40
435,Papagayo,5,CCA,Red CCA,Live,8
435,Papagayo,5,CCA,White CCA,Live,4
435,Papagayo,5,Hard Coral,Pavona gigantea,Live,16
436,Papagayo,5,Algae,Galaxaura,Live,4
436,Papagayo,5,Algae,Turf algae,Live,60
436,Papagayo,5,CCA,Pink CCA,Live,20
436,Papagayo,5,CCA,Red CCA,Live,4
436,Papagayo,5,CCA,White CCA,Live,4
437,Papagayo,5,Algae,Turf algae,Live,84
437,Papagayo,5,CCA,Pink CCA,Live,8
437,Papagayo,5,CCA,White CCA,Live,4
438,Papagayo,5,Algae,Turf algae,Live,12
438,Papagayo,5,CCA,Pink CCA,Live,56
438,Papagayo,5,CCA,White CCA,Live,4
438,Papagayo,5,Hard Coral,Pavona gigantea,Live,24
438,Papagayo,5,Substrate,Sand,Non-live,4
439,Papagayo,5,Algae,Turf algae,Live,80
439,Papagayo,5,CCA,Pink CCA,Live,12
439,Papagayo,5,CCA,Red CCA,Live,4
440,Papagayo,5,Algae,Turf algae,Live,64
440,Papagayo,5,CCA,Pink CCA,Live,36
441,Papagayo,5,Algae,Turf algae,Live,80
441,Papagayo,5,CCA,Pink CCA,Live,4
441,Papagayo,5,CCA,Red CCA,Live,4
441,Papagayo,5,Hard Coral,Pocillopora effusa,Live,8
441,Papagayo,5,Substrate,Sand,Non-live,4
442,Papagayo,5,Algae,Turf algae,Live,68
442,Papagayo,5,CCA,Pink CCA,Live,16
442,Papagayo,5,CCA,Red CCA,Live,8
442,Papagayo,5,Substrate,Gravel,Non-live,4
443,Papagayo,5,Algae,Turf algae,Live,48
443,Papagayo,5,CCA,Pink CCA,Live,40
443,Papagayo,5,CCA,Red CCA,Live,8
443,Papagayo,5,CCA,White CCA,Live,4
444,Papagayo,5,Algae,Turf algae,Live,76
444,Papagayo,5,CCA,Pink CCA,Live,12
444,Papagayo,5,CCA,Red CCA,Live,4
444,Papagayo,5,CCA,White CCA,Live,4
444,Papagayo,5,Diadema,Diadema sp,Live,4
445,Papagayo,5,Algae,Turf algae,Live,60
445,Papagayo,5,CCA,Pink CCA,Live,36
445,Papagayo,5,CCA,Red CCA,Live,4
446,Papagayo,5,Algae,Turf algae,Live,60
446,Papagayo,5,CCA,Pink CCA,Live,32
446,Papagayo,5,CCA,Red CCA,Live,4
446,Papagayo,5,CCA,White CCA,Live,4
447,Papagayo,5,Algae,Turf algae,Live,32
447,Papagayo,5,CCA,Pink CCA,Live,40
447,Papagayo,5,CCA,Red CCA,Live,4
447,Papagayo,5,Hard Coral,Pavona gigantea,Live,24
448,Papagayo,5,Algae,Turf algae,Live,16
448,Papagayo,5,CCA,Pink CCA,Live,32
448,Papagayo,5,CCA,White CCA,Live,4
448,Papagayo,5,Hard Coral,Pavona gigantea,Live,48
449,Papagayo,5,Algae,Turf algae,Live,36
449,Papagayo,5,CCA,Pink CCA,Live,52
449,Papagayo,5,Soft Coral,Soft Coral,Non-live,4
450,Papagayo,5,Algae,Galaxaura,Live,4
450,Papagayo,5,Algae,Turf algae,Live,92
450,Papagayo,5,Hard Coral,Porites lobata,Live,4
451,Papagayo,6,Algae,Turf algae,Live,68
451,Papagayo,6,CCA,Pink CCA,Live,4
451,Papagayo,6,Hard Coral,Pocillopora effusa,Live,28
452,Papagayo,6,Algae,Turf algae,Live,80
452,Papagayo,6,CCA,Red CCA,Live,16
452,Papagayo,6,Soft Coral,Soft Coral,Non-live,4
453,Papagayo,6,Algae,Turf algae,Live,60
453,Papagayo,6,CCA,Pink CCA,Live,4
453,Papagayo,6,CCA,White CCA,Live,4
453,Papagayo,6,Hard Coral,Pocillopora effusa,Live,32
454,Papagayo,6,Algae,Turf algae,Live,92
454,Papagayo,6,CCA,White CCA,Live,8
455,Papagayo,6,Algae,Turf algae,Live,72
455,Papagayo,6,CCA,Pink CCA,Live,4
455,Papagayo,6,CCA,Red CCA,Live,4
455,Papagayo,6,CCA,White CCA,Live,4
455,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
456,Papagayo,6,Algae,Turf algae,Live,32
456,Papagayo,6,CCA,Pink CCA,Live,28
456,Papagayo,6,CCA,Red CCA,Live,4
456,Papagayo,6,CCA,White CCA,Live,8
456,Papagayo,6,Diadema,Diadema sp,Live,4
456,Papagayo,6,Hard Coral,Pocillopora effusa,Live,20
457,Papagayo,6,Algae,Caulerpa spp.,Live,12
457,Papagayo,6,Algae,Turf algae,Live,52
457,Papagayo,6,CCA,Pink CCA,Live,4
457,Papagayo,6,CCA,Red CCA,Live,4
457,Papagayo,6,Hard Coral,Pocillopora effusa,Live,28
458,Papagayo,6,Algae,Turf algae,Live,80
458,Papagayo,6,CCA,Red CCA,Live,12
458,Papagayo,6,Substrate,Sand,Non-live,8
459,Papagayo,6,Algae,Turf algae,Live,68
459,Papagayo,6,CCA,Red CCA,Live,4
459,Papagayo,6,CCA,White CCA,Live,12
459,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
459,Papagayo,6,Substrate,Sand,Non-live,4
460,Papagayo,6,Algae,Turf algae,Live,48
460,Papagayo,6,CCA,White CCA,Live,4
460,Papagayo,6,Hard Coral,Pocillopora effusa,Live,24
460,Papagayo,6,Substrate,Gravel,Non-live,20
460,Papagayo,6,Substrate,Sand,Non-live,4
461,Papagayo,6,Algae,Turf algae,Live,76
461,Papagayo,6,CCA,Pink CCA,Live,12
461,Papagayo,6,CCA,White CCA,Live,4
461,Papagayo,6,Substrate,Gravel,Non-live,4
461,Papagayo,6,Substrate,Sand,Non-live,4
462,Papagayo,6,Algae,Turf algae,Live,84
462,Papagayo,6,CCA,White CCA,Live,4
462,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
463,Papagayo,6,Algae,Turf algae,Live,64
463,Papagayo,6,CCA,Pink CCA,Live,16
463,Papagayo,6,Diadema,Diadema sp,Live,4
463,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
464,Papagayo,6,Algae,Turf algae,Live,64
464,Papagayo,6,CCA,Pink CCA,Live,12
464,Papagayo,6,CCA,White CCA,Live,4
464,Papagayo,6,Hard Coral,Pocillopora effusa,Live,20
465,Papagayo,6,Algae,Galaxaura,Live,4
465,Papagayo,6,Algae,Turf algae,Live,64
465,Papagayo,6,CCA,White CCA,Live,4
465,Papagayo,6,Hard Coral,Pocillopora effusa,Live,28
466,Papagayo,6,Algae,Turf algae,Live,56
466,Papagayo,6,CCA,Pink CCA,Live,24
466,Papagayo,6,CCA,Red CCA,Live,12
466,Papagayo,6,CCA,White CCA,Live,8
467,Papagayo,6,Algae,Turf algae,Live,60
467,Papagayo,6,CCA,Pink CCA,Live,4
467,Papagayo,6,CCA,Red CCA,Live,4
467,Papagayo,6,Hard Coral,Pocillopora effusa,Live,32
468,Papagayo,6,Algae,Turf algae,Live,44
468,Papagayo,6,CCA,Pink CCA,Live,28
468,Papagayo,6,CCA,Red CCA,Live,4
468,Papagayo,6,CCA,White CCA,Live,8
468,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
468,Papagayo,6,Substrate,Gravel,Non-live,4
469,Papagayo,6,Algae,Galaxaura,Live,4
469,Papagayo,6,Algae,Turf algae,Live,52
469,Papagayo,6,Ascidian,Ascidian (colonial),Live,4
469,Papagayo,6,Ascidian,Ascidian (solitary),Live,4
469,Papagayo,6,CCA,Pink CCA,Live,16
469,Papagayo,6,CCA,Red CCA,Live,8
469,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
470,Papagayo,6,Algae,Turf algae,Live,44
470,Papagayo,6,CCA,Pink CCA,Live,28
470,Papagayo,6,CCA,Red CCA,Live,4
470,Papagayo,6,Hard Coral,Pocillopora effusa,Live,24
471,Papagayo,6,Algae,Turf algae,Live,52
471,Papagayo,6,CCA,Pink CCA,Live,4
471,Papagayo,6,CCA,White CCA,Live,4
471,Papagayo,6,Hard Coral,Pocillopora effusa,Live,40
472,Papagayo,6,Algae,Turf algae,Live,56
472,Papagayo,6,CCA,White CCA,Live,8
472,Papagayo,6,Hard Coral,Pocillopora effusa,Live,28
473,Papagayo,6,Algae,Turf algae,Live,72
473,Papagayo,6,Ascidian,Ascidian (colonial),Live,4
473,Papagayo,6,CCA,White CCA,Live,8
473,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
474,Papagayo,6,Algae,Turf algae,Live,72
474,Papagayo,6,CCA,Pink CCA,Live,8
474,Papagayo,6,CCA,Red CCA,Live,4
474,Papagayo,6,CCA,White CCA,Live,4
474,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
475,Papagayo,6,Algae,Turf algae,Live,48
475,Papagayo,6,CCA,Pink CCA,Live,4
475,Papagayo,6,CCA,Red CCA,Live,4
475,Papagayo,6,CCA,White CCA,Live,8
475,Papagayo,6,Hard Coral,Pocillopora effusa,Live,36
476,Papagayo,6,Algae,Turf algae,Live,40
476,Papagayo,6,CCA,Pink CCA,Live,24
476,Papagayo,6,CCA,Red CCA,Live,4
476,Papagayo,6,CCA,White CCA,Live,8
476,Papagayo,6,Hard Coral,Pocillopora effusa,Live,24
477,Papagayo,6,Algae,Turf algae,Live,72
477,Papagayo,6,CCA,Pink CCA,Live,4
477,Papagayo,6,Hard Coral,Pocillopora effusa,Live,24
478,Papagayo,6,Algae,Turf algae,Live,64
478,Papagayo,6,CCA,Pink CCA,Live,12
478,Papagayo,6,CCA,White CCA,Live,8
478,Papagayo,6,Diadema,Diadema sp,Live,4
478,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
479,Papagayo,6,Algae,Turf algae,Live,64
479,Papagayo,6,CCA,Pink CCA,Live,32
479,Papagayo,6,CCA,Red CCA,Live,4
480,Papagayo,6,Algae,Turf algae,Live,68
480,Papagayo,6,CCA,Pink CCA,Live,12
480,Papagayo,6,CCA,White CCA,Live,4
480,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
481,Papagayo,6,Algae,Caulerpa spp.,Live,4
481,Papagayo,6,Algae,Turf algae,Live,44
481,Papagayo,6,CCA,Pink CCA,Live,16
481,Papagayo,6,CCA,White CCA,Live,4
481,Papagayo,6,Diadema,Diadema sp,Live,4
481,Papagayo,6,Hard Coral,Pocillopora effusa,Live,24
482,Papagayo,6,Algae,Turf algae,Live,52
482,Papagayo,6,Ascidian,Ascidian (solitary),Live,4
482,Papagayo,6,CCA,Pink CCA,Live,8
482,Papagayo,6,Hard Coral,Pocillopora effusa,Live,36
483,Papagayo,6,Algae,Turf algae,Live,88
483,Papagayo,6,CCA,Red CCA,Live,4
483,Papagayo,6,Hard Coral,Pocillopora effusa,Live,8
484,Papagayo,6,Algae,Turf algae,Live,100
485,Papagayo,6,Algae,Turf algae,Live,72
485,Papagayo,6,CCA,Pink CCA,Live,4
485,Papagayo,6,CCA,Red CCA,Live,4
485,Papagayo,6,Hard Coral,Pocillopora effusa,Live,20
486,Papagayo,6,Algae,Turf algae,Live,72
486,Papagayo,6,CCA,Pink CCA,Live,12
486,Papagayo,6,CCA,Red CCA,Live,4
486,Papagayo,6,Hard Coral,Pocillopora effusa,Live,8
487,Papagayo,6,Algae,Turf algae,Live,48
487,Papagayo,6,CCA,Pink CCA,Live,16
487,Papagayo,6,CCA,Red CCA,Live,4
487,Papagayo,6,CCA,White CCA,Live,12
487,Papagayo,6,Hard Coral,Pocillopora effusa,Live,20
488,Papagayo,6,Algae,Turf algae,Live,28
488,Papagayo,6,CCA,Pink CCA,Live,12
488,Papagayo,6,CCA,White CCA,Live,4
488,Papagayo,6,Hard Coral,Pavona gigantea,Live,56
489,Papagayo,6,Algae,Caulerpa spp.,Live,24
489,Papagayo,6,Algae,Turf algae,Live,44
489,Papagayo,6,CCA,Pink CCA,Live,8
489,Papagayo,6,CCA,Red CCA,Live,8
489,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
490,Papagayo,6,Algae,Turf algae,Live,68
490,Papagayo,6,CCA,Pink CCA,Live,12
490,Papagayo,6,CCA,Red CCA,Live,4
490,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
491,Papagayo,6,Algae,Turf algae,Live,76
491,Papagayo,6,CCA,Pink CCA,Live,4
491,Papagayo,6,CCA,Red CCA,Live,4
491,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
492,Papagayo,6,Algae,Turf algae,Live,72
492,Papagayo,6,CCA,Pink CCA,Live,4
492,Papagayo,6,CCA,Red CCA,Live,8
492,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
493,Papagayo,6,Algae,Turf algae,Live,52
493,Papagayo,6,CCA,Pink CCA,Live,8
493,Papagayo,6,CCA,Red CCA,Live,4
493,Papagayo,6,Hard Coral,Pocillopora effusa,Live,32
494,Papagayo,6,Algae,Turf algae,Live,64
494,Papagayo,6,CCA,Pink CCA,Live,24
494,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
495,Papagayo,6,Algae,Turf algae,Live,28
495,Papagayo,6,CCA,Pink CCA,Live,20
495,Papagayo,6,CCA,Red CCA,Live,12
495,Papagayo,6,Diadema,Diadema sp,Live,4
495,Papagayo,6,Hard Coral,Pocillopora effusa,Live,36
496,Papagayo,6,Algae,Caulerpa spp.,Live,40
496,Papagayo,6,Algae,Turf algae,Live,44
496,Papagayo,6,CCA,White CCA,Live,8
496,Papagayo,6,Substrate,Sand,Non-live,8
497,Papagayo,6,Algae,Caulerpa spp.,Live,20
497,Papagayo,6,Algae,Turf algae,Live,72
498,Papagayo,6,Algae,Caulerpa spp.,Live,4
498,Papagayo,6,Algae,Galaxaura,Live,4
498,Papagayo,6,Algae,Turf algae,Live,80
498,Papagayo,6,CCA,Pink CCA,Live,8
498,Papagayo,6,Substrate,Sand,Non-live,4
499,Papagayo,6,Algae,Turf algae,Live,64
499,Papagayo,6,CCA,Pink CCA,Live,8
499,Papagayo,6,CCA,White CCA,Live,4
499,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
499,Papagayo,6,Substrate,Sand,Non-live,8
500,Papagayo,6,Algae,Turf algae,Live,64
500,Papagayo,6,CCA,Red CCA,Live,4
500,Papagayo,6,Hard Coral,Pocillopora effusa,Live,20
500,Papagayo,6,Substrate,Sand,Non-live,12
501,Papagayo,6,Algae,Turf algae,Live,60
501,Papagayo,6,CCA,Pink CCA,Live,28
501,Papagayo,6,CCA,Red CCA,Live,12
502,Papagayo,6,Algae,Turf algae,Live,60
502,Papagayo,6,CCA,Pink CCA,Live,16
502,Papagayo,6,Hard Coral,Porites lobata,Live,20
503,Papagayo,6,Algae,Turf algae,Live,84
503,Papagayo,6,CCA,Pink CCA,Live,4
503,Papagayo,6,CCA,White CCA,Live,4
503,Papagayo,6,Hard Coral,Pocillopora effusa,Live,4
504,Papagayo,6,Algae,Turf algae,Live,64
504,Papagayo,6,CCA,Pink CCA,Live,16
504,Papagayo,6,CCA,Red CCA,Live,8
504,Papagayo,6,CCA,White CCA,Live,4
504,Papagayo,6,Hard Coral,Pavona gigantea,Live,8
505,Papagayo,6,Algae,Caulerpa spp.,Live,8
505,Papagayo,6,Algae,Turf algae,Live,52
505,Papagayo,6,CCA,Pink CCA,Live,20
505,Papagayo,6,Hard Coral,Porites lobata,Live,16
506,Papagayo,6,Algae,Caulerpa spp.,Live,4
506,Papagayo,6,Algae,Turf algae,Live,52
506,Papagayo,6,CCA,Pink CCA,Live,8
506,Papagayo,6,CCA,White CCA,Live,16
506,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
506,Papagayo,6,Substrate,Sand,Non-live,4
507,Papagayo,6,Algae,Turf algae,Live,68
507,Papagayo,6,CCA,Pink CCA,Live,8
507,Papagayo,6,CCA,White CCA,Live,8
507,Papagayo,6,Hard Coral,Pocillopora effusa,Live,8
507,Papagayo,6,Substrate,Gravel,Non-live,4
507,Papagayo,6,Substrate,Sand,Non-live,4
508,Papagayo,6,Algae,Caulerpa spp.,Live,12
508,Papagayo,6,Algae,Turf algae,Live,60
508,Papagayo,6,CCA,Red CCA,Live,4
508,Papagayo,6,Substrate,Gravel,Non-live,20
508,Papagayo,6,Substrate,Sand,Non-live,4
509,Papagayo,6,Algae,Caulerpa spp.,Live,36
509,Papagayo,6,Algae,Galaxaura,Live,4
509,Papagayo,6,Algae,Turf algae,Live,52
509,Papagayo,6,CCA,White CCA,Live,4
509,Papagayo,6,Hard Coral,Pocillopora effusa,Live,4
